Simple Laplace in Cartesian
X (m)
Y (m)
1
100
1
100
100
100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.00109436,0.00218759,0.00327856,0.00436615,0.00544924,0.00652672,0.00759749,0.00866043,0.00971448,0.0107586,0.0117916,0.0128125,0.0138204,0.0148141,0.0157927,0.0167552,0.0177007,0.0186281,0.0195367,0.0204255,0.0212937,0.0221404,0.0229647,0.023766,0.0245435,0.0252963,0.0260239,0.0267255,0.0274005,0.0280482,0.0286681,0.0292596,0.0298222,0.0303553,0.0308585,0.0313313,0.0317733,0.0321842,0.0325635,0.0329109,0.0332262,0.033509,0.0337591,0.0339763,0.0341604,0.0343113,0.0344287,0.0345127,0.0345631,0.0345799,0.0345631,0.0345127,0.0344287,0.0343113,0.0341604,0.0339763,0.0337591,0.033509,0.0332262,0.0329109,0.0325635,0.0321842,0.0317733,0.0313313,0.0308585,0.0303553,0.0298222,0.0292596,0.0286681,0.0280482,0.0274005,0.0267255,0.0260239,0.0252963,0.0245435,0.023766,0.0229647,0.0221404,0.0212937,0.0204255,0.0195367,0.0186281,0.0177007,0.0167552,0.0157927,0.0148141,0.0138204,0.0128125,0.0117916,0.0107586,0.00971448,0.00866043,0.00759749,0.00652672,0.00544924,0.00436615,0.00327856,0.00218759,0.00109436,0,
0,0.00218984,0.00437743,0.0065605,0.0087368,0.0109041,0.0130602,0.0152028,0.0173298,0.0194389,0.0215281,0.0235953,0.0256382,0.0276549,0.0296433,0.0316015,0.0335275,0.0354193,0.0372752,0.0390932,0.0408717,0.0426089,0.044303,0.0459525,0.0475559,0.0491115,0.0506179,0.0520737,0.0534776,0.0548282,0.0561242,0.0573646,0.0585481,0.0596738,0.0607405,0.0617473,0.0626934,0.0635779,0.0643999,0.0651589,0.0658541,0.0664849,0.0670507,0.0675512,0.0679857,0.0683541,0.0686559,0.0688909,0.0690589,0.0691598,0.0691934,0.0691598,0.0690589,0.0688909,0.0686559,0.0683541,0.0679857,0.0675512,0.0670507,0.0664849,0.0658541,0.0651589,0.0643999,0.0635779,0.0626934,0.0617473,0.0607405,0.0596738,0.0585481,0.0573646,0.0561242,0.0548282,0.0534776,0.0520737,0.0506179,0.0491115,0.0475559,0.0459525,0.044303,0.0426089,0.0408717,0.0390932,0.0372752,0.0354193,0.0335275,0.0316015,0.0296433,0.0276549,0.0256382,0.0235953,0.0215281,0.0194389,0.0173298,0.0152028,0.0130602,0.0109041,0.0087368,0.0065605,0.00437743,0.00218984,0,
0,0.00328759,0.00657178,0.0098492,0.0131165,0.0163702,0.0196071,0.0228237,0.0260169,0.0291833,0.0323198,0.0354231,0.0384901,0.0415177,0.0445028,0.0474425,0.0503339,0.053174,0.05596,0.0586893,0.0613592,0.063967,0.0665103,0.0689866,0.0713935,0.0737287,0.0759901,0.0781755,0.0802829,0.0823104,0.084256,0.0861179,0.0878946,0.0895843,0.0911856,0.092697,0.0941171,0.0954448,0.0966788,0.0978181,0.0988616,0.0998085,0.100658,0.101409,0.102061,0.102614,0.103067,0.10342,0.103672,0.103824,0.103874,0.103824,0.103672,0.10342,0.103067,0.102614,0.102061,0.101409,0.100658,0.0998085,0.0988616,0.0978181,0.0966788,0.0954448,0.0941171,0.092697,0.0911856,0.0895843,0.0878946,0.0861179,0.084256,0.0823104,0.0802829,0.0781755,0.0759901,0.0737287,0.0713935,0.0689866,0.0665103,0.063967,0.0613592,0.0586893,0.05596,0.053174,0.0503339,0.0474425,0.0445028,0.0415177,0.0384901,0.0354231,0.0323198,0.0291833,0.0260169,0.0228237,0.0196071,0.0163702,0.0131165,0.0098492,0.00657178,0.00328759,0,
0,0.00438872,0.00877292,0.0131481,0.0175096,0.0218531,0.0261741,0.0304682,0.0347308,0.0389577,0.0431446,0.0472873,0.0513814,0.0554229,0.0594077,0.0633319,0.0671915,0.0709826,0.0747017,0.0783449,0.0819087,0.0853897,0.0887846,0.0920899,0.0953027,0.0984198,0.101438,0.104355,0.107168,0.109874,0.112471,0.114957,0.117328,0.119583,0.121721,0.123738,0.125633,0.127405,0.129052,0.130573,0.131966,0.13323,0.134363,0.135366,0.136236,0.136974,0.137579,0.13805,0.138387,0.138589,0.138656,0.138589,0.138387,0.13805,0.137579,0.136974,0.136236,0.135366,0.134363,0.13323,0.131966,0.130573,0.129052,0.127405,0.125633,0.123738,0.121721,0.119583,0.117328,0.114957,0.112471,0.109874,0.107168,0.104355,0.101438,0.0984198,0.0953027,0.0920899,0.0887846,0.0853897,0.0819087,0.0783449,0.0747017,0.0709826,0.0671915,0.0633319,0.0594077,0.0554229,0.0513814,0.0472873,0.0431446,0.0389577,0.0347308,0.0304682,0.0261741,0.0218531,0.0175096,0.0131481,0.00877292,0.00438872,0,
0,0.00549439,0.0109831,0.0164605,0.0219209,0.0273586,0.0327682,0.0381439,0.0434804,0.0487722,0.0540138,0.0591999,0.0643253,0.0693848,0.0743733,0.0792858,0.0841175,0.0888635,0.0935191,0.0980798,0.102541,0.106899,0.111148,0.115286,0.119308,0.123209,0.126988,0.130639,0.13416,0.137548,0.140798,0.143909,0.146877,0.1497,0.152375,0.1549,0.157273,0.159491,0.161552,0.163456,0.165199,0.166781,0.1682,0.169454,0.170544,0.171468,0.172225,0.172814,0.173235,0.173488,0.173572,0.173488,0.173235,0.172814,0.172225,0.171468,0.170544,0.169454,0.1682,0.166781,0.165199,0.163456,0.161552,0.159491,0.157273,0.1549,0.152375,0.1497,0.146877,0.143909,0.140798,0.137548,0.13416,0.130639,0.126988,0.123209,0.119308,0.115286,0.111148,0.106899,0.102541,0.0980798,0.0935191,0.0888635,0.0841175,0.0792858,0.0743733,0.0693848,0.0643253,0.0591999,0.0540138,0.0487722,0.0434804,0.0381439,0.0327682,0.0273586,0.0219209,0.0164605,0.0109831,0.00549439,0,
0,0.00660573,0.0132046,0.0197899,0.0263547,0.0328923,0.039396,0.045859,0.0522748,0.0586367,0.0649384,0.0711733,0.0773351,0.0834177,0.0894149,0.0953207,0.101129,0.106835,0.112431,0.117914,0.123277,0.128515,0.133624,0.138598,0.143432,0.148123,0.152665,0.157054,0.161286,0.165358,0.169265,0.173004,0.176572,0.179965,0.183181,0.186216,0.189067,0.191733,0.194211,0.196498,0.198594,0.200495,0.2022,0.203708,0.205018,0.206128,0.207038,0.207746,0.208252,0.208556,0.208658,0.208556,0.208252,0.207746,0.207038,0.206128,0.205018,0.203708,0.2022,0.200495,0.198594,0.196498,0.194211,0.191733,0.189067,0.186216,0.183181,0.179965,0.176572,0.173004,0.169265,0.165358,0.161286,0.157054,0.152665,0.148123,0.143432,0.138598,0.133624,0.128515,0.123277,0.117914,0.112431,0.106835,0.101129,0.0953207,0.0894149,0.0834177,0.0773351,0.0711733,0.0649384,0.0586367,0.0522748,0.045859,0.039396,0.0328923,0.0263547,0.0197899,0.0132046,0.00660573,0,
0,0.0077239,0.0154398,0.0231398,0.0308158,0.03846,0.0460644,0.0536214,0.061123,0.0685616,0.0759297,0.0832197,0.0904242,0.097536,0.104548,0.111453,0.118244,0.124915,0.131458,0.137868,0.144138,0.150262,0.156234,0.162049,0.167701,0.173184,0.178494,0.183625,0.188573,0.193332,0.1979,0.202271,0.206441,0.210408,0.214166,0.217714,0.221047,0.224163,0.227059,0.229733,0.232182,0.234404,0.236398,0.238161,0.239691,0.240989,0.242052,0.24288,0.243472,0.243827,0.243945,0.243827,0.243472,0.24288,0.242052,0.240989,0.239691,0.238161,0.236398,0.234404,0.232182,0.229733,0.227059,0.224163,0.221047,0.217714,0.214166,0.210408,0.206441,0.202271,0.1979,0.193332,0.188573,0.183625,0.178494,0.173184,0.167701,0.162049,0.156234,0.150262,0.144138,0.137868,0.131458,0.124915,0.118244,0.111453,0.104548,0.097536,0.0904242,0.0832197,0.0759297,0.0685616,0.061123,0.0536214,0.0460644,0.03846,0.0308158,0.0231398,0.0154398,0.0077239,0,
0,0.00885006,0.017691,0.0265136,0.0353087,0.0440673,0.0527804,0.061439,0.0700341,0.0785571,0.0869991,0.0953515,0.103606,0.111754,0.119788,0.127699,0.135479,0.143122,0.150618,0.157962,0.165145,0.172161,0.179002,0.185664,0.192138,0.198419,0.204502,0.210379,0.216047,0.221499,0.226731,0.231738,0.236515,0.241058,0.245363,0.249426,0.253244,0.256813,0.260131,0.263193,0.265998,0.268543,0.270826,0.272845,0.274598,0.276084,0.277302,0.27825,0.278928,0.279335,0.27947,0.279335,0.278928,0.27825,0.277302,0.276084,0.274598,0.272845,0.270826,0.268543,0.265998,0.263193,0.260131,0.256813,0.253244,0.249426,0.245363,0.241058,0.236515,0.231738,0.226731,0.221499,0.216047,0.210379,0.204502,0.198419,0.192138,0.185664,0.179002,0.172161,0.165145,0.157962,0.150618,0.143122,0.135479,0.127699,0.119788,0.111754,0.103606,0.0953515,0.0869991,0.0785571,0.0700341,0.061439,0.0527804,0.0440673,0.0353087,0.0265136,0.017691,0.00885006,0,
0,0.00998538,0.0199604,0.0299148,0.0398381,0.0497203,0.0595509,0.0693201,0.0790175,0.0886335,0.098158,0.107581,0.116894,0.126087,0.13515,0.144075,0.152853,0.161474,0.169931,0.178215,0.186319,0.194233,0.201951,0.209465,0.216768,0.223854,0.230714,0.237344,0.243737,0.249886,0.255787,0.261434,0.266822,0.271946,0.276802,0.281384,0.28569,0.289715,0.293456,0.29691,0.300073,0.302943,0.305518,0.307795,0.309772,0.311448,0.312821,0.31389,0.314655,0.315113,0.315266,0.315113,0.314655,0.31389,0.312821,0.311448,0.309772,0.307795,0.305518,0.302943,0.300073,0.29691,0.293456,0.289715,0.28569,0.281384,0.276802,0.271946,0.266822,0.261434,0.255787,0.249886,0.243737,0.237344,0.230714,0.223854,0.216768,0.209465,0.201951,0.194233,0.186319,0.178215,0.169931,0.161474,0.152853,0.144075,0.13515,0.126087,0.116894,0.107581,0.098158,0.0886335,0.0790175,0.0693201,0.0595509,0.0497203,0.0398381,0.0299148,0.0199604,0.00998538,0,
